Authors,Author full names,Author(s) ID,Title,Year,Source title,Cited by,DOI,Link,Abstract,Author Keywords,Index Keywords,Funding Details,Document Type,Publication Stage,Open Access,Source,EID
"Alasali, F; Luque, A; Mayer, R; Holderbaum, W","Alasali, Feras; Luque, Antonio; Mayer, Rayner; Holderbaum, William",,A Comparative Study of Energy Storage Systems and Active Front Ends for Networks of Two Electrified RTG Cranes,2019,ENERGIES,17,10.3390/en12091771,View Full Record in Web of Science,"The global consumerism trend and the increase in worldwide population is increasing the need to improve the efficiency of marine container transportation. The high operating costs, pollution and noise of the diesel yard equipment is leading sea ports to move towards replacing diesel RTG cranes with electric Rubber Tyre Gantry (RTG) cranes which offer reduced environmental impact and higher energy efficiency. However, ports will require smarter solutions to meet the increased demand on the electrical distribution network due to the electrification of RTGs. This paper aims to highlight the peak demand problem in the two electrical cranes network and attempts to increase the energy saving at ports by using two different technologies: Energy Storage System (ESS) and Active Front End (AFE). This article introduces one of the first extensive investigations into different networks of RTG crane models and compares the benefits of using either AFE or ESS. The proposed RTG crane models and network parameters are validated using data collected at the Port of Felixstowe, UK. The results of the proposed RTG cranes network show a significant peak demand reduction and energy cost saving.",energy storage system; RTG crane; active front end; energy savings,,Climate KIC,Article,,,,
Al-Fatlawi H.A.; Motlak H.J.,"Al-Fatlawi, Hayder Ali (58002857400); Motlak, Hassan Jassim (23968442500)",58002857400; 23968442500,Design and Implementation of Smart Port Gate System Based on the Internet of Things,2023,"5th International Conference on Information Technology, Applied Mathematics and Statistics, ICITAMS 2023",0,10.1109/ICITAMS57610.2023.10525336,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85195137265&doi=10.1109%2fICITAMS57610.2023.10525336&partnerID=40&md5=81332889fc834430fad7a51cf799ee9f,"Maritime transport is one of the cheapest types of transport, so international maritime trade has increased. Today, most countries with seaports are racing to transform their ports into smart ones to increase maritime trade and attract foreign investment. One of the most critical technologies in smart ports is the smart gate. It works on the speed of the flow of goods, which achieves higher returns and prevents manipulation and errors. This paper presents a smart gate that relies on several technologies, such as RFID, fingerprint sensors, and an automated license plate recognition system for authentication. In addition, computational clouds are used to store and process data. Where the results of these techniques are matched with the data stored in the cloud database, this work is considered an Internet of Things application. This gate has helped increase reliability and security and improve the appearance of the port and city. It also sends reports to the control centers that include all information about the movement of goods leaving the port to make all required statistics. The proposed smart gate port's accuracy is up to 99.7%.  © 2023 IEEE.",automated license plate recognition; cloud computing database; fingerprint; IoT; RFID; smart port gate,Internet of things; Investments; License plates (automobile); Optical character recognition; Palmprint recognition; Ports and harbors; Automated license plate recognition; Cloud computing database; Cloud-computing; Computing database; Design and implementations; Fingerprint; Gate systems; IoT; Licenses plate recognition; Smart port gate; International trade,,Conference paper,Final,,Scopus,2-s2.0-85195137265
Alikhani P.; Tjernberg L.B.; Astner L.; Donnerstal P.,"Alikhani, Parnian (57222615522); Tjernberg, Lina Bertling (6507153732); Astner, Linda (57201404607); Donnerstal, Pontus (57437917400)",57222615522; 6507153732; 57201404607; 57437917400,Forecasting the Electrical Demand at the Port of Gävle Container Terminal,2021,"Proceedings of 2021 IEEE PES Innovative Smart Grid Technologies Europe: Smart Grids: Toward a Carbon-Free Future, ISGT Europe 2021",6,10.1109/ISGTEurope52324.2021.9640170,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85123926623&doi=10.1109%2fISGTEurope52324.2021.9640170&partnerID=40&md5=b78569e7ebbceb17b611ce7b742aa62d,"The port industry is transforming into a smart port thanks to technological advancements and environmental expectations. Developing a sustainable maritime transportation system and its beneficial electrification as a proven approach in emissions reduction are gathering momentum due to technological growth. Global containerization leads to high electricity demand at container terminals, and the electricity demand is highly dynamic and dependent on different operation processes. The approach of this paper is to forecast the hourly peak load demand and short-term electricity demand profile in a container terminal. The correctly forecasted electricity demand profile is crucial for less expensive and reliable power operation and planning. First, Artificial Neural Network (ANN) method is used to predict the container terminal baseload demand. Second, worst-case simultaneous peak load is estimated. Third, the day-ahead load profile is modeled based on the handling operation scheduled for the day. The approach is implemented at the container terminal in Port of Gävle, and the results, including the baseload forecasting, the peak power demand, and the hourly load profile modeling by 2030, have been used in dialogue with the local energy company for the future predicted need of load. © 2021 IEEE.",container terminal; data analysis; electricity consumption; electricity forecasting; electrification; neural network; peak demand; short-term load prediction; smart ports,Containers; Electric power utilization; Electric utilities; Emission control; Neural networks; Port terminals; Ports and harbors; Railroad yards and terminals; Base-loads; Container terminal; Electrical demand; Electricity demands; Electricity forecasting; Electricity-consumption; Neural-networks; Peak demand; Short term load predictions; Smart port; Forecasting,,Conference paper,Final,,Scopus,2-s2.0-85123926623
"Alissa, S; Håkansson, M; Henkel, P; Mittmann, U; Hüffmeier, J; Rylander, R","Alissa, S.; Hakansson, M.; Henkel, P.; Mittmann, U.; Huffmeier, J.; Rylander, R.",,Low Bandwidth Network-RTK Correction Dissemination for High Accuracy Maritime Navigation,2021,TRANSNAV-INTERNATIONAL JOURNAL ON MARINE NAVIGATION AND SAFETY OF SEA TRANSPORTATION,14,10.12716/1001.15.01.17,View Full Record in Web of Science,"More than half of the incidents reported to EMSA relate to nautical events such as collision, groundings and contacts. Knowledge of accurate and high-integrity positioning is therefore not only a need for future automated shipping but a base for today's safe navigation. Examples on accidents include Ever Given in the Suez Canal and HNoMS Helge Ingstad in Norway. A Network-RTK (NRTK) service can be used as an augmentation technique to improve performance of shipborne GNSS receivers for future positioning of manned and unmanned vessels in restricted areas, such as port areas, fairways, and inland water ways. NRTK service providers generate RTK corrections based on the observations of networks of GNSS reference stations which enables the users to determine their position with centimeter accuracy in real-time using a shipborne GNSS receiver. Selection of appropriate communication channels for dissemination of NRTK corrections data is the key to a secure positioning (localization) service. In PrePare-Ships project, the modern maritime communication system VDES (VHF Data Exchange System) is proposed to distribute SWEPOS (NRTK in Sweden) correction data to shipborne positioning modules. VDES is a very reliable technique and it is compatible with most onboard functionalities. In order to minimize the impact on the overall VDES data capacity in a local area, NRTK correction data shall only occupy a single VDES slot with a net capacity of 650 bytes. Update rates may vary but are preferably at 1Hz. However, NRTK correction data size changes instantly, depending on the number of visible GNSS satellites, and the data rate can therefore sometimes reach in excess of 1000 byte/s. In this study, a smart technique is proposed to reduce size of NRTK correction data to instantly adapt with the VDES requirements by choosing a combination of specific signals, satellites or even constellations such that the data rate is not more than 650 byte/s, and at the same time it achieves optimal positioning performance with the accuracy required by the PrePare-Ships project application.",,,European GNSS Agency under the European Union [870239]; H2020 - Industrial Leadership [870239] Funding Source: H2020 - Industrial Leadership,Article,,,,
Ali-Tolppa J.; Kajo M.,"Ali-Tolppa, Janne (57188873498); Kajo, Marton (57193013660)",57188873498; 57193013660,Mobility and QoS Prediction for Dynamic Coverage Optimization,2020,"Proceedings of IEEE/IFIP Network Operations and Management Symposium 2020: Management in the Age of Softwarization and Artificial Intelligence, NOMS 2020",3,10.1109/NOMS47738.2020.9110396,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85086756807&doi=10.1109%2fNOMS47738.2020.9110396&partnerID=40&md5=e6701a37631d4903815da9ddc5249bf0,"This demonstrator shows, how Machine Learning (ML) based predictions can be used for closed-loop optimization in operational network management. It is based on data collected from an actual testbed deployed at the Hamburg Smart Seaport and uses a digital twin of the testbed to demonstrate how Coverage and Capacity Optimization (CCO) and Beam Adaptation (BA) functions can utilize mobility and Quality of Service (QoS) predictions to prevent service degradations. At the same time it studies the use of digital twins in operational network management automation and the robustness of ML models against changes in the environment. © 2020 IEEE.",Closed-loop Automation; Cognitive Network Management; Digital Twin; Machine Learning,Artificial intelligence; Digital twin; Forecasting; Network management; Testbeds; Capacity optimization; Closed loop optimization; Dynamic coverages; Management automations; Operational network; Qos predictions; Service degradation; Quality of service,,Conference paper,Final,,Scopus,2-s2.0-85086756807
"AlKheder, S; Naif, D; Musaed, D; Al Shrekah, S; Al Rshaid, M; Al Anzi, N; Baqer, I","AlKheder, Sharaf; Naif, Dana; Musaed, Dana; Al Shrekah, Shoug; Al Rshaid, Munira; Al Anzi, Nada; Baqer, Isra'a",,Maritime transport management in Kuwait toward an automated port logistical city,2022,CLEANER LOGISTICS AND SUPPLY CHAIN,67,10.1016/j.clscn.2022.100031,View Full Record in Web of Science,"Maritime transport is the second source of income in Kuwait. The unorganized mechanism of truck traffic flow had caused severe congestion and increased the waiting time of containers transporting trucks both inside and outside the port. Also, the insufficiency of the container storage area had contributed to the reduction in the ship traffic and the unavailability of area for the basic infrastructure needed to accommodate and store the overstocked shipments inside the port. The objective of this study was to set the cornerstone of 2035 vision of a fully automated Kuwaiti Port. An automated Smart Gate was used to reduce the time required for both the passage of cargo and customs inspection. A LEED-certified warehouse was designed that earned 75 points scoring a gold certificate. A smart gate operating system by Camco Group was used to provide a smart portal that integrates the functions of both the port and customs administration. This will make it easier for the port customers and truck drivers to facilitate entry and exit procedures. Vissim was used to simulate, analyze, and compare the current and future logistical operations in Shuwaikh Port under different scenarios. The future operation scenario had decreased the average time a truck took to finish a route to 40%.",Maritime transport; Environmental control; Traffic management; Vissim,ENVIRONMENTAL PERFORMANCE; SUSTAINABILITY; INDICATORS; METHODOLOGY; SYSTEM; TOOLS,,Article,,,,
Almansor M.J.; Din N.M.; Baharuddin M.Z.; Alsayednoor H.M.; Al-Shareeda M.A.; Ma M.; Ramly A.M.,"Almansor, Mohammed Jamal (59137147200); Din, Norashidah Md (9335429400); Baharuddin, Mohd Zafri (35329255600); Alsayednoor, Huda Mohammed (59138080200); Al-Shareeda, Mahmood A. (57208214655); Ma, Maode (7202444897); Ramly, Athirah Mohd (57193579429)",59137147200; 9335429400; 35329255600; 59138080200; 57208214655; 7202444897; 57193579429,A Review of Seaport Microgrids for Green Maritime Transportation: The Shore and the Seaside,2024,Journal of Robotics and Control (JRC),0,10.18196/jrc.v5i3.21723,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85193845405&doi=10.18196%2fjrc.v5i3.21723&partnerID=40&md5=003e15188ebc52fd44928ffbbafd811e,"Emerging from the field of microgrids is an efficient and persuasive transitional technology with great promise for easing energy crises, environmental worries, and economic limitations in seaports. When it comes to high-performance ports, this technology becomes even more important. One example is smart ports, which use state-of-the-art ICT applications to completely revamp container and vessel management. Strengthening national economic sustainability and global competitiveness are both impacted by this invention. Reducing the environmental impact of the maritime transport business is no easy feat. In this study, we take a look at how seaport microgrids are becoming more important in the quest for environmentally friendly marine transportation. We take a look at the major problems that contemporary seaports are facing, such as the ever-increasing need for energy, the contamination of both the air and water from ship emissions and the unpredictable cost of electricity. The goal is to bring together current information about smarter ports by giving examples and to encourage new ideas and research in this field. As part of our efforts to inspire new research into smart port development, we also outline certain open questions that need answering. This report could serve as a valuable resource for future research on seaport microgrids. © 2024 Department of Agribusiness, Universitas Muhammadiyah Yogyakarta. All rights reserved.",Energy Management; Green Maritime Transportation; Microgrid Technologies; Smart Port Initiatives; Smart Ports; the Seaside; the Shore,,,Review,Final,,Scopus,2-s2.0-85193845405
Alop A.,"Alop, A. (55760209900)",55760209900,The main challenges and barriers to the successful “smart shipping”,2019,TransNav,34,10.12716/1001.13.03.05,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073373757&doi=10.12716%2f1001.13.03.05&partnerID=40&md5=b7423061e0f355bc00c0fbdafe42427b,"As with the powerful digitalization of the world in the 21st century, maritime affairs, like all other areas, are facing not only new opportunities, but also new big challenges and problems. From the point of view of the development of new technologies, it seems that everything is possible, for example the bringing of so‐ called”intelligent ships” and “smart ports” into one global system on base of internet of things and big data applications. However, if to look at the matter further, a number of factors and obstacles may appear which could be major threats to the normal functioning of such a system. While it is clear that systems with such high degree of complexity are even technically vulnerable, it seems to the author of this paper that questions that are no less difficult are in the field of human relations. For example, when ships and ports are becoming more and more “smarter” and need less and less people to intervene in their interactions, who at the end will be responsible for everything that can and definitely will happened at sea or in the port? What about liability of cargo carrier if “carrier” is an autonomous ship without any person on‐board during the entire journey? How to ensure cyber security? How to be secured against the risks of so‐called artificial intelligence systemic errors? It is possible that only new non‐trivial approaches can lead to acceptable results in this area, but what they may be and whether these approaches are possible at all ‐ these questions are still waiting for answers. © 2019, Faculty of Navigation, Gdynia Maritime University. All rights reserved.",,,,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85073373757
Altosole M.; Balsamo F.; Acanfora M.; Mocerino L.; Campora U.; Perra F.,"Altosole, Marco (13006187800); Balsamo, Flavio (25924775200); Acanfora, Maria (57193798858); Mocerino, Luigia (57202288234); Campora, Ugo (6508251998); Perra, Francesco (55344075500)",13006187800; 25924775200; 57193798858; 57202288234; 6508251998; 55344075500,A Digital Twin Approach to the Diagnostic Analysis of a Marine Diesel Engine,2022,Progress in Marine Science and Technology,3,10.3233/PMST220025,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85138180913&doi=10.3233%2fPMST220025&partnerID=40&md5=f4703dd4d98c573e66b9a8a940ed47ed,"Marine diesel engines are systems integrated into a complex ship's propulsion plant and comprehensive diagnostic analysis of possible degradations and failures is very challenging. Nowadays, current software and hardware allow exploring innovative ways, although each methodology cannot be considered apart from an adequate onboard monitoring system. In this work, the effects of several typical degradations of a ship's engine, affecting some parameters that can be monitored on board, have been supposed and analyzed in order to their detection at an early stage by processing some parameters that can be monitored on board. The main aim is to provide a tool able to trace the engine performance decay. The procedure is based on the simulation of the engine model performed with input data measured on board and on a comparison of the outcomes with the real data. The case study is a 12.000 kW (750 rpm) 4-stroke marine diesel engine, simulated in a Matlab/Simulink environment and validated through the manufacturer's datasheet. At this stage of the research, to make up for the lack of experimental data recorded onboard, a more detailed engine simulator is used to generate onboard data, with some alterations of the operating conditions as, intercooler efficiency and loss of pressure, turbocharger fouling, and many others. The numerical diagnostic tool acts on the minimization of the mean square errors (optimization problem) between the measured and the numerically simulated engine variables (such as pressures, temperatures, etc..) by properly varying the model parameters. The state of the engine is evaluated by analyzing the offset between the parameters of the degraded model and those obtained through the identification procedure for the degraded case.  © 2022 The authors and IOS Press. All rights reserved.",degradation; diagnostic; diesel engine; Digital twin; simulation,,,Conference paper,Final,,Scopus,2-s2.0-85138180913
"Alzahrani, A; Petri, I; Rezgui, Y; Ghoroghi, A","Alzahrani, Ateyah; Petri, Ioan; Rezgui, Yacine; Ghoroghi, Ali",,Decarbonisation of seaports: A review and directions for future research,2021,ENERGY STRATEGY REVIEWS,194,10.1016/j.esr.2021.100727,View Full Record in Web of Science,"Marine activities in seaports account for circa 3% of total carbon emissions worldwide, prompting several initiatives to decarbonise their energy systems and make seaports smarter and greener. This paper provides a thorough and authoritative review of the vast array of research in this field, including past and ongoing initiatives. The study reveals that existing research leverages recent ad-vances in digital technologies while focusing on one or several of the following themes: carbon reduction, use of renewable energy resources, costperformance optimisation, deployment of smart control technologies, the regulatory land-scape for greening seaports, and implementing green port practices guidelines. As such, the paper provides a critical review of existing technologies and con-cepts that promote and contribute to the decarbonisation of seaports, including Smart Grids and Virtual Power Plants. Several avenues for future research are then discussed, including (a) total life cycle approach to seaport energy manage-ment, (b) Semantic-based modelling, forecasting and optimisation of seaports energy systems, (c) Secure and reliable seaports energy services, and (d) Transi-tion towards prosumer-driven seaport energy communities. The paper concludes by emphasising the importance of an adapted energy regulatory landscape at a national and EU-wide level to meet EU phased energy reduction targets.",Decarbonisation; Green seaports; Seaports; Smart energy; Smart seaports; Zero carbon,RENEWABLE ENERGY; DISTRIBUTED GENERATION; CARBON FOOTPRINT; ARTIFICIAL-INTELLIGENCE; MITIGATION STRATEGIES; POWER-GENERATION; PORT; MANAGEMENT; ELECTRICITY; SYSTEMS,EPSRC [EP/T019514/1] Funding Source: UKRI,Review,,,,
"Alzahrani, A; Petri, I; Rezgui, Y; Ghoroghi, A","Alzahrani, Ateyah; Petri, Ioan; Rezgui, Yacine; Ghoroghi, Ali",,Developing Smart Energy Communities around Fishery Ports: Toward Zero-Carbon Fishery Ports,2020,ENERGIES,56,10.3390/en13112779,View Full Record in Web of Science,"Air quality and energy consumption are among the top ten environmental priorities in seaports as stated by the European Sea Ports Organization. Globally, it is estimated that 15% of energy consumption can be attributed to refrigeration and air conditioning systems in fishing activities. There is a real need to understand energy usage in fishery ports to help identify areas of improvements, with a view to optimize energy usage and minimize carbon emissions. In this study, we elaborate on ways in which a simulation capability can be developed at the community level with a fishery port, using a real-world case study seaport in Milford Heaven (Wales, UK). This simulation-based strategy is used to investigate the potential of renewable energy, including local solar farms, to meet the local power demand. This has informed the development of a simulation-based optimization strategy meant to explore how smart energy communities can be formed at the port level by integrating the smart grid with the local community energy storage. The main contribution of the paper involves a co-simulation environment that leverages calibrated energy simulation models to deliver an optimization capability that (a) manages electrical storage within a district an environment, and (b) promotes the formation of energy communities in a fishery port ecosystem. This is paving the way to policy implications, not only in terms of carbon and energy reduction, but also in the formation and sustained management of energy communities.",energy communities; smart grid; simulation; optimization; energy storage; industry,CLIMATE-CHANGE; MANAGEMENT; CHALLENGES; EMISSION; STORAGE; FUTURE,EU INTERREG piSCES Project: Smart Cluster Energy System for the Fish Processing Industry [504460],Article,,,,
An Y.; Park N.,"An, Yohan (56985147700); Park, Namkyu (7202111714)",56985147700; 7202111714,Economic analysis for investment of public sector’s automated container terminal: Korean case study,2021,Journal of Marine Science and Engineering,4,10.3390/jmse9050459,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105488880&doi=10.3390%2fjmse9050459&partnerID=40&md5=befa37bf56e721fd0dd6d7bfbbbd5fc2,"The purpose of this case study is to conduct an economic analysis to calculate the proper terminal capacity of automated container terminal (ACT) investment from the perspective of the public sector. As a key element of smart port, the ACT is an important terminal operating facility for import/export and transshipment cargo between countries and must have facilities with sufficient capacity to load/unload export/import cargo in a timely manner according to the user’s request. Recently, the method of calculating the capacity of seaport infrastructure is changing from the method of applying the maximum capacity to the method of applying the proper capacity. Therefore, it is desirable to expand port facilities by investigating proper capacity rather than expanding port facilities based on the maximum performance. This study is a case study focusing on the new port of Busan introducing the ACT. From the perspective of national fiscal income and national economy from the ACT investment, this study determines the proper terminal capacity for each berth. As a result of economic analysis, the break-even terminal capacity to secure economic feasibility is from 544,272TEU of the nine berths to 600,138TEU of two berths applying a 2.96% discount ratio. In a sensitivity analysis considering the social discount rate and the change in the size of berths, the net present value has a positive value from a minimum of 530,000 TEU (nine berths with 1.96% social discount ratio) to a maximum of 620,000 TEU (three berths with 3.46% social discount ratio). © 2021 by the authors. Licensee MDPI, Basel, Switzerland.",Automated container terminal capacity; Economic analysis; Public sector,,,Article,Final,All Open Access; Gold Open Access,Scopus,2-s2.0-85105488880
